slug,nome,city_name,indirizzo,lat,lng,website,email,phone,id
"hotel-village-la-porta-del-sole-anoia","Hotel & Village La Porta Del Sole","Anoia","Via Boccaccio, 89026 San Ferdinando RC","38.494231","15.919498","https://www.laportadelsole.it/","","393 919 0141","501878bf-01b5-40a1-8f60-55abb4193efb"
"hotel-le-palme-anoia","Hotel le Palme","Anoia","Via Degli Ulivi, 9, 89013 Gioia Tauro RC","38.422544","15.901912","http://www.hotellepalmegt.com/","","0966 51573","fd341f77-1286-427a-a555-795271370f97"
"hotel-palace-gioia-tauro-anoia","Hotel Palace Gioia Tauro","Anoia","Via Nazionale, 18/274, 89013 Gioia Tauro RC","38.423423","15.901967","https://www.hotelpalacegioiatauro.it/","","0966 420629","60152348-d3f8-4793-a964-82f6766b2c7f"
"hotel-ristorante-antica-marina-anoia","Hotel Ristorante Antica Marina","Anoia","Corso Giuseppe Garibaldi, 9, 89844 Nicotera Marina VV","38.546389","15.935556","https://www.anticamarina.com/","","0963 81269","4e7c04a6-d2ec-416f-9ca9-e7ee00952648"
"hotel-ristorante-mommo-anoia","Hotel Ristorante Mommo","Anoia","Via Comm. Vincenzo Grio, 32, 89024 Polistena RC","38.407351","16.078682","https://www.hotelmommo.it/","","0966 932233","3db61e5a-b7fa-46ed-a7ea-55894cfc399a"
"insonnyroom-b-b-anoia","Insonnyroom B&B","Anoia","SS 18 Tirrena Inferiore, 466, 89013 Gioia Tauro RC","38.428473","15.905316","https://www.insonnyroom.it/","","388 326 9879","40e28dd1-0b1d-4990-a652-1f783cef7852"
"le-corti-dimora-storica-anoia","Le Corti Dimora Storica","Anoia","Via M. Valensise, 36, 89024 Polistena RC","38.405984","16.076098","https://www.lecortidimorastorica.com/","","380 249 5190","180e1521-24e9-46d1-9cdc-0b23930d559b"
"le-nouveau-grand-tour-dimora-del-commendatore-b-anoia","Le Nouveau Grand Tour - Dimora del Commendatore B&B","Anoia","Corso Giacomo Oliva, 13, 89017 San Giorgio Morgeto RC","38.386432","16.10658","","","320 760 5657","93c8f932-2dc6-4146-97fb-9123ad4bde41"
"le-suite-bed-breakfast-holiday-home-anoia","Le Suite Bed & Breakfast Holiday Home","Anoia","Via Santa Marina, 193, 89024 Polistena RC","38.403907","16.071662","https://www.lesuitepolistena.com/","","0966 938676","e598fce8-f004-479d-ae9f-a9c7e38fdd3e"
"mura-17-bed-breakfast-anoia","mura 17 bed & breakfast","Anoia","Via Muraglie, 17, 89024 Polistena RC","38.40485","16.073968","https://www.bebmura17.it/","","342 103 0556","dacf0acd-76bf-4942-9d01-176bd93a532b"
"residence-santa-barbara-anoia","Residence Santa Barbara","Anoia","Viale Autonomia, 56, 89026 San Ferdinando RC","38.488425","15.915485","http://www.residencesantabarbara.it/","","335 480 129","f2078d99-9287-40e9-b0fc-19e38871cac0"
"san-giuseppe-anoia","San Giuseppe","Anoia","Via del Popolo, 11, 89844 Nicotera VV","38.55036","15.939938","","","338 478 4083","6c4c5d39-48a0-4175-8c72-1e88002c5750"
"sweet-home-b-b-san-ferdinando-anoia","Sweet Home B&B San Ferdinando","Anoia","Via Provinciale Est, 9a, 89026 San Ferdinando RC","38.484771","15.921627","https://www.sweethomebb.it/","","0966 766663","3131de0e-0d98-4dbc-975f-cdf38283995f"
"uliveto-principessa-resort-banqueting-anoia","Uliveto Principessa Resort & Banqueting","Anoia","Contrada Oliveto Principessa, 1, 89022 Cittanova RC","38.362089","16.043739","https://www.ulivetoprincipessa.com/","","0966 614999","2e9a00a6-ee54-4073-bd24-a41de3e72cab"
"bes-hotel-la-muratella-antegnate","Bes Hotel La Muratella","Antegnate","Via del Cassinello, 1, 24055 Cologno al Serio BG","45.587765","9.73641","https://besgroup.it/","","035 040 1128","377569f2-f79b-4fc0-8f05-860be65c3c44"
"giuly-s-home-antegnate","Giuly’s Home","Antegnate","Via E. Schivardi, 42, 24058 Romano di Lombardia BG","45.521887","9.757184","https://giulyshome.it/","","345 915 9067","7ca0f221-2b99-4e7e-8e1d-112a0204045c"
"hotel-il-borghetto-antegnate","Hotel il Borghetto","Antegnate","Via Piave, 2, 24050 Bariano BG","45.512356","9.70686","http://www.ilborghetto-hotel.it/","","0363 941002","0d67d3bb-3358-4830-befa-63e98d4b6657"
"hotel-mariet-antegnate","Hotel Mariet","Antegnate","Piazza M. D. Antonio Locatelli, 20, 24058 Romano di Lombardia BG","45.518095","9.755694","https://www.hotelmariet.it/","","0363 912896","f65d6e16-d1eb-4db8-974b-f98f5c8f4a72"
"hotel-meuble-atlantic-antegnate","Hotel Meublè Atlantic","Antegnate","Via Canonica, 1, 24047 Treviglio BG","45.527263","9.58368","https://s-hotels.it/s-hotel-atlantic/","","0363 304640","2cc70390-e86e-4672-9006-562f343f911e"
"hotel-verri-antegnate","Hotel Verri","Antegnate","Via Beata Vergine, 4, 24040 Misano di Gera d'Adda BG","45.479315","9.629931","https://s-hotels.it/s-hotel-verri/","","0363 84622","283745db-a067-4b8c-8b98-d8b1606cd50c"
"i-pioppi-bed-breakfast-antegnate","I Pioppi Bed & Breakfast","Antegnate","Via Milano, 37, 25032 Chiari BS","45.523823","9.904138","https://thehotelinspection.com/i-pioppi-bed-amp-breakfast-italy","","329 677 2100","02f3fc02-96b5-4842-bd57-93bd79cadea8"
"il-leone-d-oro-hotel-antegnate","Il Leone d’Oro - Hotel","Antegnate","Via Dante, 17, 24060 Telgate BG","45.628194","9.856046","http://leonedoro.eu/","","035 442 0803","c2ef9401-1d8a-44f0-833c-d3291cfbe929"
"la-residenza-del-viale-affittacamere-antegnate","La Residenza del Viale - Affittacamere","Antegnate","Viale Ortigara, 7 a, 24047 Treviglio BG","45.527995","9.588098","https://laresidenzadelviale.it/","","320 842 1111","ac2560e5-c5c3-4f97-8335-71ad3b805399"
"locanda-del-sole-antegnate","Locanda del Sole","Antegnate","Via Santo Stefano, 7, 24050 Mozzanica BG","45.475469","9.691015","","","0363 82251","80aac4c2-7fc9-430c-a213-e8c222f926f8"
"ostello-molino-di-basso-antegnate","OSTELLO MOLINO DI BASSO","Antegnate","Via Madonna di Loreto Località, 24050 Molino Di Basso BG","45.449697","9.882683","https://www.hotelsitalic.com/ostello-molino-di-basso/","","350 575 1271","4ecd0a73-1f70-4d51-b927-58dbec4ca99e"
"quattro-gatti-ristorante-e-rooms-suites-antegnate","Quattro Gatti | Ristorante e Rooms&Suites","Antegnate","Via Don Giavazzi, 13, 24049 Verdello BG","45.606807","9.625121","https://www.quattrogatti.co/","","035 871010","8089b6e1-7661-42ad-93aa-655f941783fc"
"ristorante-hotel-la-conchiglia-antegnate","Ristorante - Hotel La Conchiglia","Antegnate","Via del Commercio, 2, 24058 Romano di Lombardia BG","45.52229","9.742609","https://booking.slope.it/e938b341-e293-4d93-9cce-8eb46c5ad62a","","0363 903344","e5875c90-a67d-4e39-a384-854ef9c515ff"
"sweet-motel-antegnate","Sweet Motel","Antegnate","Strada Provinciale Francesca Km 6, 24049 Verdello BG","45.589367","9.629732","https://www.sweetmotel.it/","","035 482 9736","20ce8427-b1d9-418a-949f-3977e6c43ab2"
"villa-e-roma-antegnate","Villa e Roma","Antegnate","Via Bergamo, 33-35, 25036 Palazzolo sull'Oglio BS","45.597884","9.872462","http://www.hotelpalazzolo.it/","","030 731948","d6a8c093-6c18-4083-a57d-f50371921307"
"affittacamere-garden-cavalese-anterivo-altrei","Affittacamere Garden Cavalese","Anterivo/Altrei","Via Trento, 33, 38033 Cavalese TN","46.289217","11.447777","https://www.hotelgardenlazzeri.it/","","338 233 6680","a4e9d73f-c9c6-47d2-9ab5-56ff0410f3d5"
"agriturismo-maso-schneider-anterivo-altrei","Agriturismo Maso Schneider","Anterivo/Altrei","Località, Via Tassa, 38033 Cavalese TN","46.294224","11.448239","https://www.masoschneider.it/","","349 113 0824","ff4c4de7-de6c-4798-b237-e3f63624ad1f"
"albergo-dolomiti-anterivo-altrei","Albergo Dolomiti","Anterivo/Altrei","Via Dallio G.Battista, 22, 38030 Capriana TN","46.26186","11.336663","http://www.hdolomiti.com/","","0462 816081","b1e5d9c1-e0ea-4caf-a5f6-be8735d77a5c"
"albergo-dolomiti-cavalese-anterivo-altrei","Albergo Dolomiti - Cavalese","Anterivo/Altrei","Via Montebello, 20, 38033 Cavalese TN","46.292284","11.461289","http://www.albergodolomiticavalese.it/","","0462 340315","9fe77271-0ccf-4c49-801b-44fb0a86b087"
"albergo-pensione-serenetta-anterivo-altrei","Albergo Pensione Serenetta","Anterivo/Altrei","Via Mercato, 22, 38099 Ville di Fiemme TN","46.303497","11.455395","https://www.pensioneserenetta.it/","","0462 340342","d430c077-c83b-4883-9534-4adfd4f6cc9b"
"albergo-stella-cavalese-anterivo-altrei","Albergo Stella ** Cavalese","Anterivo/Altrei","Piazza 12 Partigiani, 6, 38033 Cavalese TN","46.292989","11.456278","https://lerais.it/it/albergo-stella","","0462 890018","927cba62-1c7c-457a-8950-9ff2b4d9fad1"
"b-b-nonna-rosa-vista-lagorai-anterivo-altrei","B&B nonna Rosa vista Lagorai","Anterivo/Altrei","Via Domenica Lazzeri, 20A, 38030 Capriana TN","46.264753","11.338714","https://www.bebnonnarosa.com/","","328 696 9902","75f500d9-9f1f-42e3-a001-59588e445f75"
"b-b-signora-elvira-anterivo-altrei","B&B Signora Elvira","Anterivo/Altrei","Via Gian Battista Dallio, 23, 38030 Capriana TN","46.262096","11.337041","https://aloisstraveltips.com/b-amp-b-signora-elvira-capriana-italy","","","f93c5b8a-fd8e-488b-be89-1730a075726d"
"hotel-italia-anterivo-altrei","Hotel Italia","Anterivo/Altrei","Via Segherie, 80, 38030 Castello di Fiemme TN","46.272567","11.416786","http://www.hotelitalia-dolomiti.com/","","0462 341335","02abb0c7-3003-467e-9fd7-1f3e8a868ac2"
"hotel-langeshof-anterivo-altrei","Hotel Langeshof","Anterivo/Altrei","Via Katharina Lanz, 3, 39040 Anterivo BZ","46.281544","11.373877","https://www.langeshof.com/","","0471 882027","7fcc2a0c-ec9c-4620-921d-f7d720e8e41e"
"hotel-latemar-dolomites-living-val-di-fiemme-anterivo-altrei","Hotel Latemar - Dolomites Living - Val di Fiemme","Anterivo/Altrei","Via Latemar, 16, 38030 Castello di Fiemme TN","46.283622","11.437925","http://www.latemar-hotel.it/","","0462 235727","f1cb547a-7548-4546-9a3d-83bd2ce2494c"
"hotel-schonwies-anterivo-altrei","Hotel Schönwies","Anterivo/Altrei","Via Principale, 19, 39040 Trodena nel parco naturale BZ","46.323333","11.35143","https://www.schoenwies.it/","","0471 869555","920221f0-8306-45e7-8377-ae434f4f34eb"
"hotel-schwarzhorn-anterivo-altrei","Hotel Schwarzhorn","Anterivo/Altrei","Oclini, 2, 39040 Aldino BZ","46.346635","11.453191","http://www.schwarzhorn.com/","","0471 887180","ac482884-a966-4428-9f80-6e342a21abb6"
"locanda-alpina-dorfner-anterivo-altrei","Locanda Alpina Dorfner","Anterivo/Altrei","Casignano, 5, 39040 Montagna BZ","46.302222","11.308592","http://www.dorfner.it/","","0471 819924","d1f4a750-8c71-467d-babd-45621f4e0401"
"manna-resort-anterivo-altrei","Manna Resort","Anterivo/Altrei","Doladizza, Vicolo Klamm, 3, 39040 Montagna BZ","46.343814","11.325335","https://www.mannaresort.it/","","0471 143 0095","b0677479-9ee4-4349-85f9-8df3b34277e4"
"naturhotel-waldheim-anterivo-altrei","Naturhotel Waldheim","Anterivo/Altrei","Via Gottschalk, 5, 39040 Anterivo BZ","46.279567","11.361818","https://naturhotel-waldheim.com/it/anterivo-val-di-fiemme/","","0471 882024","356a88c4-8ba9-49f6-acb2-82bc20acc338"
"pensione-lochmann-anterivo-altrei","Pensione Lochmann","Anterivo/Altrei","Frazione Guggal, 4, 39040 Anterivo BZ","46.275102","11.371714","http://www.pension-lochmann.it/","","0471 882012","d4440255-7f9d-436f-8eeb-444e6c120d0a"
"residence-zum-rossl-appartamenti-vacanze-anterivo-altrei","Residence Zum Rössl | Appartamenti vacanze","Anterivo/Altrei","Via Dottor Josef Noldin, 3, 39040 Anterivo BZ","46.276855","11.365906","https://www.residencezumroessl.it/","","0471 882031","e834e254-e276-4f91-a743-ddb886641804"
"affittacamere-lo-verdze-antey-saint-andr","Affittacamere Lo verdze","Antey-Saint-Andr�","Frazione Nozon, 80, 11020 Torgnon AO","45.798737","7.581037","http://www.loverdze.com/","","348 310 0286","6e3ac62d-00a9-40c3-9c31-823aa0f5f49f"
"agriturismo-au-jardin-fleuri-antey-saint-andr","Agriturismo Au Jardin Fleuri","Antey-Saint-Andr�","Frazione, Località Bourg, 7, 11020 Antey-Saint-André AO","45.805364","7.591603","http://aujardinfleuri.it/","","348 481 8426","f7b74e6e-ac1b-4ba8-bb29-bb8a241fab43"
"agriturismo-la-clochette-dormire-a-torgnon-antey-saint-andr","Agriturismo La Clochette - dormire a Torgnon","Antey-Saint-Andr�","Frazione Nozon, 90/75, 11020 Torgnon AO","45.798538","7.580875","http://www.laclochette.it/","","333 927 9301","cc9d5890-84c9-4df8-a23c-1e54687da1bb"
"albergo-la-grolla-ristorante-pizzeria-bar-antey-saint-andr","Albergo la Grolla, ristorante, pizzeria bar","Antey-Saint-Andr�","frazione filey 41 frazione filey, Località Filey, 41A, 11020 Antey-Saint-André AO","45.808227","7.58701","","","0166 548277","b09d6857-91b1-4cc0-a5c6-992d8fd2d45d"
"albergo-maison-tissiere-antey-saint-andr","Albergo Maison Tissiere","Antey-Saint-Andr�","Frazione Petit Antey, 9, Località Petit Antey, 9, 11020 Antey-Saint-André AO","45.802552","7.592687","http://www.hoteltissiere.it/","","0166 549140","e3d27233-1f46-4961-b271-cdbccdc77b88"
"b-b-miravalle-antey-saint-andr","B&B Miravalle","Antey-Saint-Andr�","Località Lillaz, 1a, 11020 Antey-Saint-André AO","45.815221","7.589108","http://www.miravallecervino.it/","","0166 93011","5ee6bc19-80ca-42b4-babc-4006d457257d"
"dalailama-village-antey-saint-andr","DalaiLama Village","Antey-Saint-Andr�","Località Promiod, 1B, 11024 Châtillon AO","45.786387","7.603595","http://www.dalailamavillage.it/","","0166 548688","dbe8c270-e0c2-45b9-a41f-d88287e58447"
"hotel-des-roses-antey-saint-andr","Hotel des Roses","Antey-Saint-Andr�","Localita' Poutaz, 5, 11020 Antey-Saint-André AO","45.818873","7.588835","https://www.hoteldesroses.com/","","0166 548527","84cff40e-0f66-43aa-a057-a74dbb5ce4b5"
"hotel-du-soleil-antey-saint-andr","Hotel du Soleil","Antey-Saint-Andr�","Piazza Frutaz, 30, 11020 Mongnod AO","45.803397","7.568321","https://www.hotel-du-soleil.it/","","379 335 7713","2208d75f-988b-429c-8b17-2fdcfcfc7418"
"hotel-filey-antey-saint-andr","Hotel Filey","Antey-Saint-Andr�","Località Filey, 4, 11020 Antey-Saint-André AO","45.808703","7.587601","http://www.hotelfiley.com/","","0166 548212","b9afbd1e-bbdb-440f-a04f-575557802320"
"jour-et-nuit-gorret-katia-antey-saint-andr","Jour et Nuit Gorret Katia","Antey-Saint-Andr�","Frazione Verney, 2, 11020 Torgnon AO","45.798659","7.570282","http://www.jouretnuit.it/","","0166 540333","a5d68335-e7f2-4b4e-a604-14bddad64cea"
"la-gran-becca-residence-antey-saint-andr","La Gran Becca Residence","Antey-Saint-Andr�","Loc, Località Champagne, 20, 11020 Antey-Saint-André AO","45.810537","7.589256","http://lagranbeccacervinia.it/search","","0166 548637","fdd0f2b6-2a4a-4a76-94ce-301e76c4f0c7"
"lo-barba-antey-saint-andr","Lo Barba","Antey-Saint-Andr�","Località Lillaz, 8, 11020 Antey-Saint-André AO","45.818945","7.591541","http://www.lobarba.it/","","320 425 1778","0c90f43c-6ccb-4622-aad9-85d6463fecbd"
"maison-du-tata-antey-saint-andr","Maison du Tatà","Antey-Saint-Andr�","Località Ruvère, 22, 11020 Antey-Saint-André AO","45.802945","7.589166","https://maisondutata.it/","","366 290 7497","b7bab521-6e3d-46ba-91c5-bba94dc75d62"
"pensione-monte-cervino-antey-saint-andr","Pensione Monte Cervino","Antey-Saint-Andr�","Località Ruvère, 3, 11020 Antey-Saint-André AO","45.803071","7.588742","https://www.pensionemontecervino.it/","","0166 548226","273cbb5c-187d-461e-b286-79fda739efab"
"relais-du-foyer-antey-saint-andr","Relais du Foyer","Antey-Saint-Andr�","Località Panorama, 37, 11024 Châtillon AO","45.753072","7.637446","http://www.relaisdufoyer.it/","","0166 511251","563d5e1d-b7ef-47e1-a44e-3f44725585aa"
"residence-beau-sejour-antey-saint-andr","Residence Beau Séjour","Antey-Saint-Andr�","Località Champagne, 25, 11020 Antey-Saint-André AO","45.806368","7.58854","http://www.bsej.com/","","0166 548223","275d2284-1b60-43cf-9a69-95b1938527fc"
"residence-bellevue-antey-saint-andr","Residence Bellevue","Antey-Saint-Andr�","Località Fiernaz, 27, 11020 Fiernaz AO","45.823696","7.591547","http://www.residencebellevue.net/","","0166 548658","fab6f6d7-4899-48bb-ab6e-6f23ab866fde"
"residence-covalou-antey-saint-andr","Residence Covalou","Antey-Saint-Andr�","Località Covalou, SR 46 della Valtournenche, 11020 Antey-Saint-Andrè AO","45.775657","7.592875","http://www.residencecovalou.com/","","340 737 1756","f9ccdabd-3065-4602-afa7-d044b198bb14"
"villaggio-turistico-camping-cervino-antey-saint-andr","Villaggio Turistico Camping Cervino","Antey-Saint-Andr�","Località Nuarsaz, 26, 11020 Antey-Saint-André AO","45.834228","7.603138","http://www.campingcervino.com/","","0166 548402","4ae061b0-28e7-4bfb-9abc-c96994b57aaa"
"agriquartuccio-b-b-piscina-salata-anticoli-corrado","AgriQuartuccio b&b/Piscina salata","Anticoli Corrado","Strada Provinciale del Cavaliere, 67063 Oricola AQ","42.069375","13.061518","https://www.agriquartuccio.it/","","333 836 8619","4dc3e896-8697-4629-ba76-7212f77b0489"
"agriresort-la-cerra-anticoli-corrado","Agriresort La Cerra","Anticoli Corrado","Strada Di San Gregorio Da Sassola, km 6, 800, 00019 Tivoli RM","41.930455","12.828264","https://www.agriresortlacerra.it/","","0774 411671","40ee9d0d-4f4f-4b10-9fd7-0b40216294d8"
"agriturismo-al-giovenzano-anticoli-corrado","Agriturismo Al Giovenzano","Anticoli Corrado","Strada Provinciale Sambuci Cerreto, 00020 Ciciliano RM","41.976988","12.939336","https://www.agriturismoalgiovenzano.it/","","0774 797382","2034dd47-a253-4183-9c16-dc6ceb2536f5"
"al-cavaliere-ristorante-albergo-anticoli-corrado","Al Cavaliere Ristorante Albergo","Anticoli Corrado","Via Tiburtina Valeria km 67,200, 67063 Oricola AQ","42.071732","13.051112","","","0863 996142","49858ede-fffa-44a0-a3d9-8ecd47287991"
"al-seminario-anticoli-corrado","Al Seminario","Anticoli Corrado","Via Teobaldi, 2, 00019 Tivoli RM","41.965067","12.798873","http://www.alseminario.it/","","380 599 6086","3706e00f-9ccc-4315-9bed-71f2b8660ae6"
"bed-and-breakfast-villa-d-este-anticoli-corrado","Bed and Breakfast Villa d'Este","Anticoli Corrado","Via Boselli, 14, 00019 Tivoli RM","41.96189","12.797117","http://www.villadestetivoli.it/","","0774 311307","8420e668-cd4f-478c-a97d-cb55c6bf9a18"
"hotel-ristorante-e-centro-sportivo-le-sequoie-anticoli-corrado","Hotel Ristorante e centro sportivo Le Sequoie","Anticoli Corrado","Via Tiburtina Valeria, 67061 Carsoli AQ","42.090357","13.067854","http://lesequoie.it/","","0863 997961","7333ba9a-d258-42c8-861e-6f408f990db2"
"la-giada-anticoli-corrado","La Giada","Anticoli Corrado","Vicolo del Duomo, 1, 00019 Tivoli RM","41.964569","12.798298","http://www.bbtivoli.com/","","329 181 1419","ede68d86-709f-4835-a663-ab815f89d042"
"le-ville-tivoli-suites-gregoriana-vesta-alloggio-anticoli-corrado","Le Ville Tivoli - Suites, Gregoriana, Vesta Alloggio Turistico","Anticoli Corrado","Viale Trieste, 45, 00019 Tivoli RM","41.959815","12.79922","https://levillesuites.wixsite.com/le-ville-tivoli","","346 128 5860","6fe1664c-b41a-451d-82f2-c767a9bf639c"
"agriturismo-il-fra-antignano","Agriturismo IL FRA'","Antignano","Str. Pocola, 101, 14016 Tigliole AT","44.884026","8.098152","http://agriturismoilfra.com/","","338 915 2151","ddb167e8-ccec-4c0e-b6a4-9ab332e363fb"
"antico-tralcio-bed-and-breakfast-e-home-restaura-antignano","Antico Tralcio Bed and Breakfast e Home Restaurant","Antignano","Via Malabaila, 1, 14010 Antignano AT","44.844987","8.134564","http://www.anticotralcio.it/","","320 887 3276","27064d8d-902b-429b-8ffc-582178894a0f"
"b-b-al-canei-antignano","B&B Al Canei","Antignano","Frazione, Str. Variglie, 69, 14100 Asti AT","44.870833","8.164359","https://www.booking.com/hotel/it/al-canei-b-amp-b.it.html?aid=334358","","349 557 6228","1b193b98-dbe3-4764-a165-4fc0ca041562"
"b-b-cascina-bellavista-tigliole-antignano","B&B Cascina Bellavista Tigliole","Antignano","Str. Remondini, 21, 14016 Tigliole AT","44.879772","8.071207","","","335 838 9673","7fc88a3a-76f8-4106-9cdc-f39803a6e74b"
"ca-nadin-antignano","Ca' Nadin","Antignano","Frazione Gorzano, 11, 14015 Gorzano AT","44.851165","8.040962","http://www.agriturismocanadin.it/","","338 810 1210","fabb27e6-51cf-425c-84df-e4057d950476"
"cascina-bricchetto-antignano","Cascina Bricchetto","Antignano","Loc. Bramairate 161/A, 14100 Asti AT","44.900715","8.130283","http://www.bricchetto.it/","","0141 295120","e1ae176a-a40a-4586-86d3-1ae070f0739a"
"cascina-ghitin-relais-antignano","Cascina Ghitin Relais","Antignano","Str. Valle Orfane, 106, 14100 Asti AT","44.878105","8.161395","http://www.cascinaghitin.com/","","392 232 8402","dd3c3b89-955e-41c2-891e-f68a49c8178b"
"dimora-cordero-camere-di-charme-antignano","Dimora Cordero - Camere di charme","Antignano","Via Roma, 41, 12040 Priocca CN","44.791142","8.062732","https://www.dimoracordero.com/","","0173 616490","23fbd53f-0f3a-4c6d-823e-a1d321e6a866"
"hotel-spa-stella-delle-langhe-antignano","Hotel&SPA Stella delle Langhe","Antignano","Via Giuseppe Romita, 8a, 12040 Canove CN","44.781951","8.093053","http://www.stelladellelanghe.com/","","0173 621082","dbe4b64d-cd47-4c73-8643-c2c4bb76e839"
"la-cascina-del-castello-antignano","La Cascina del Castello","Antignano","Frazione S. Marzanotto, 151, 14100 Asti AT","44.849621","8.201579","http://www.lacascinadelcastello.it/","","345 737 5280","90c70b07-4b54-4053-b7fc-b086b79a8e65"
"la-fabbrica-dell-oro-antignano","La Fabbrica dell'Oro","Antignano","Via Carlo Lessona, 8, 14100 Asti AT","44.895122","8.200069","http://www.lafabbricadelloro.com/","","0141 320320","02b26e3a-e0ea-41a5-8e78-5e275a61022f"
"la-granda-agrirelax-antignano","La Granda agrirelax","Antignano","Via Asti, 41, 14010 San Martino Alfieri AT","44.835533","8.110919","https://www.agrirelaxlagranda.it/","","340 984 1882","d12bdee8-6cea-404b-93b4-46336c2cae44"
"la-rondinella-da-zulmira-antignano","La Rondinella da Zulmira","Antignano","Regione San Grato, 82, 14018 Villafranca d'Asti AT","44.915836","8.057309","http://la-rondinella-da-zulmira.org.es/","","334 956 2552","dd0b1cb2-cf2d-4363-9af6-bf4213861b2c"
"la-valle-bed-and-breakfast-asti-antignano","La Valle Bed and breakfast Asti","Antignano","Strada Lascaris, FRAZIONE, 61/62, 14100 Valleandona AT","44.913161","8.116891","http://www.bedandbreakfastlavalle.asti.it/","","339 760 5353","cece268e-ff1c-47ae-acce-27a1d6b611bc"
"luna-del-bel-vedere-antignano","Luna del Bel Vedere","Antignano","Corso Giacomo Matteotti, 129, 14100 Asti AT","44.894952","8.201964","https://www.facebook.com/affittacamere.asti/","","389 132 7298","c83bec2b-ad14-4c3d-9c34-e220585535b3"
"moonfra-antignano","Moonfrà","Antignano","Via Malabaila, 8, 14010 Antignano AT","44.844598","8.13504","http://www.moonfra.it/","","345 236 5803","e73deb5f-5217-437b-bc44-3b9c40e533d0"
"phi-hotel-palio-antignano","Phi Hotel Palio","Antignano","Via C. Benso di Cavour, 106, 14100 Asti AT","44.897121","8.206092","http://www.phihotelpalio.com/","","0141 34371","72af22e3-b8a0-4125-abeb-669ade661235"
"stanza-di-nonna-giovanna-antignano","Stanza di 'Nonna Giovanna'","Antignano","d'Asti, Strada Morgnano, 1, 14010 Morgnano AT","44.838166","8.110208","","","339 406 1412","3aab4ef6-871b-44ba-9a87-ac4d757fff8d"
"sunstar-hotel-piemont-antignano","Sunstar Hotel Piemont","Antignano","Via Mario Bausola, 2, 14057 Isola d'Asti AT","44.832814","8.187987","https://piemont.sunstar.ch/","","0141 958006","0cff9935-7650-4fb7-ba65-71705d8ef3ec"
"wellhome-asti-antignano","WellHome Asti","Antignano","Piazza Leonardo da Vinci, 29, 14100 Asti AT","44.896968","8.211602","https://wellhomeasti.it/","","389 665 8553","a8137c56-9628-4263-882b-0dd82b1f0b3f"
"a-nuciara-park-hotel-wellness-center-antillo","'A Nuciara Park Hotel & Wellness Center","Antillo","Via Portella, 88, 98023 Grotte, Furci Siculo ME","37.965124","15.365363","http://www.anuciara.com/","","0942 798088","67ce858f-835d-4148-9ca6-4f6f94c5d466"
"agriturismo-la-quercia-antillo","Agriturismo La Quercia","Antillo","Unnamed Road,98050 37°58'59.2""N 15°11'39.2""E, 98050 Fondachelli-Fantina ME","37.983051","15.194242","https://www.facebook.com/La-Quercia-Agriturismo-Fondachelli-Fantina-371089023539182/","","338 162 1431","ebaaf5f2-675b-49f2-9a2c-aaee0505f5f6"
"agriturismo-pilato-antillo-antillo","Agriturismo Pilato - Antillo","Antillo","Contrada Pilato, 98030 Antillo ME","37.94447","15.205336","https://agriturismo-pilato-antillo.dormireinitalia.top/","","0942 436156","d618ec90-e1bc-476c-8970-2e3e54bdb40d"
"albergo-diffuso-borgo-gallodoro-antillo","Albergo Diffuso Borgo Gallodoro","Antillo","Via Gioiello, 2, 98030 Gallodoro ME","37.90236","15.29461","","","342 561 1059","03adab1c-35a0-45ca-841e-bc09695ff567"
"b-b-la-dolce-mela-antillo","B&B La Dolce Mela","Antillo","Via Manganelli, 3, 98034 Francavilla di Sicilia ME","37.900281","15.136318","https://hotel-details.eu/b-amp-b-la-dolce-mela-italy","","334 929 9648","e4324bf7-3850-4b51-9016-d1b36bc33f16"
"b-b-quattro-torri-antillo","B&B Quattro Torri","Antillo","Via Regina Margherita, 338, 98028 Santa Teresa di Riva ME","37.950376","15.372469","http://www.bbquattrotorri.com/","","331 464 9370","69e6d344-4c68-41ff-a8ce-e92dc66911bd"
"b-b-villa-grazia-antillo","B&B Villa Grazia","Antillo","via Girgenti 3, Rocchenere 98020 Pagliara, 98020 Rocchenere ME","37.974671","15.377368","https://bb-villa-grazia.touritaliani.top/","","393 950 5327","26595614-b55c-4f13-a0bd-3234135bd2f3"
"camere-santa-margherita-antillo","Camere Santa Margherita","Antillo","Via Santa Margherita, 8, 98030 Sant'Alessio Siculo ME","37.910951","15.344564","http://cameresantamargherita.it/contact.html","","349 465 0887","6e5043e4-77ac-4b74-b0a7-2c276af7d98e"
"elihotel-antillo","Elihotel","Antillo","Via Lungomare, 274, 98030 Sant'Alessio Siculo ME","37.916667","15.344722","https://www.elihotel.it/","","0942 756110","f8d7ace4-d21b-4450-9690-4b68b0a9311c"
"hotel-agostiniana-antillo","Hotel Agostiniana","Antillo","Via Alcide de Gasperi, 98030 Forza d'Agrò ME","37.914971","15.33272","https://www.agostinianahotel.it/","","0942 721608","b08a0e63-a181-4b7f-8bac-7849bf468524"
"hotel-la-grotta-di-foti-santo-antillo","Hotel La Grotta Di Foti Santo","Antillo","Via Consolare Valeria, 218, 98030 Sant'Alessio Siculo ME","37.924759","15.349011","http://www.lagrottasantalessiosiculo.com/","","0942 750600","4c640d0b-8380-4735-a8fe-0af3381009aa"
