outreach_priority,city_name,nome,phone,website,indirizzo,google_maps_url,hotelsdrop_url,slug,seo_indexable
high,Amalfi,Villa Maria B&B - Pogerola di Amalfi,+39 089 212 6510,http://www.villamariaamalfi.it/,"Piazza Gaetano Amodio, 1, 84011 Amalfi SA, Italia",https://maps.google.com/?cid=9983235647541034965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-maria-b-b-pogerola-di-amalfi-amalfi,villa-maria-b-b-pogerola-di-amalfi-amalfi,true
high,Amandola,B&B Casa Friano,331 483 8228,https://goo.gl/gCtUKO,"Friano 1, 63857 Amandola FM",https://maps.google.com/?cid=14167121764721860589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-casa-friano-amandola,b-b-casa-friano-amandola,true
high,Amandola,Casa vacanze il Vicolo,335 427 677,https://staid-hotel.com/casa-vacanze-quot-il-vicolo-quot-italy,"Via Vicolo Capocci n, 1, 63857 Amandola FM",https://maps.google.com/?cid=15304730627149016033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-vacanze-il-vicolo-amandola,casa-vacanze-il-vicolo-amandola,true
high,Amandola,Hotel Paradiso,0736 847468,http://www.sibillinihotels.it/,"P.za Umberto I, 7, 63021 Amandola FM",https://maps.google.com/?cid=7855386756834136823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-paradiso-amandola,hotel-paradiso-amandola,true
high,Amandola,Saecula Natural Village Experience,324 584 8358,http://www.saecula.eu/,"Contrada Ripacorvara, 1, 63086, 63086 Force AP",https://maps.google.com/?cid=18117913727216513053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/saecula-natural-village-experience-amandola,saecula-natural-village-experience-amandola,true
high,Amandola,Villa Montegenco B&B,339 239 8199,https://shorturl.at/fpCCx,"Contrada Montegenco, 1, 63087 Comunanza AP",https://maps.google.com/?cid=10143061645875040694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-montegenco-b-b-amandola,villa-montegenco-b-b-amandola,true
high,Amantea,Albergo Ristorante La Scogliera,0982 46219,https://hotel-ristorante-la-scogliera.com.es/,"Contrada Coreca, 1, 87032 Amantea CS",https://maps.google.com/?cid=798274293289848685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-ristorante-la-scogliera-amantea,albergo-ristorante-la-scogliera-amantea,true
high,Amantea,B&B “Alla Chiazzetta”,347 945 0561,https://bb-alla-chiazzetta.italiavacanzeindimenticabili.top/,"Via Cavour, Salita S. Francesco, 41, 87032 Amantea CS",https://maps.google.com/?cid=4128030722126860596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-alla-chiazzetta-amantea,b-b-alla-chiazzetta-amantea,true
high,Amaro,A li' dal Cuac,331 546 2475,https://staidhotel.eu/a-li-39-dal-cuac-italy,"Via San Rocco, 30, 33020 Cavazzo Carnico UD",https://maps.google.com/?cid=183048640530492414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/a-li-dal-cuac-amaro,a-li-dal-cuac-amaro,true
high,Amaro,Affittacamere Ai Crocus,338 602 4182,https://affittacamere-ai-crocus.dormireinitalia.top/,"Via della Fontana, 21, 33020 Cesclans UD",https://maps.google.com/?cid=5834020240210893877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/affittacamere-ai-crocus-amaro,affittacamere-ai-crocus-amaro,true
high,Amaro,Casa delle Risorgive,347 810 5901,https://travelandstay.eu/casa-delle-risorgive/,33010 Portis UD,https://maps.google.com/?cid=7878676070310895974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-delle-risorgive-amaro,casa-delle-risorgive-amaro,true
high,Amaro,Grand Hotel Gortani - Borgo Gortani,0433 928754,http://www.borgogortani.it/,"Via Umberto I, 43, 33022 Arta Terme UD",https://maps.google.com/?cid=617859401428416990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/grand-hotel-gortani-borgo-gortani-amaro,grand-hotel-gortani-borgo-gortani-amaro,true
high,Amaro,Hotel Ristorante Carnia,0432 978013,http://www.hotelcarnia.it/,"Via Canal Ferro, 28, 33010 Stazione Carnia, Venzone UD",https://maps.google.com/?cid=7022869287860269425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-ristorante-carnia-amaro,hotel-ristorante-carnia-amaro,true
high,Amaro,La Culla D'oro - Bedrooms - Zimmer,380 173 3029,https://www.laculladoro.it/,"Via Pontebbana, 29, 33010 Venzone UD",https://maps.google.com/?cid=5500521249709941538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-culla-d-oro-bedrooms-zimmer-amaro,la-culla-d-oro-bedrooms-zimmer-amaro,true
high,Amaroni,Agriturismo Arcobaleno,338 588 1240,http://www.agriturismoarcobaleno.it/,"Località Piano di Porro, 88024 Girifalco CZ",https://maps.google.com/?cid=10479591400440854152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-arcobaleno-amaroni,agriturismo-arcobaleno-amaroni,true
high,Amaroni,BBuSS Country Club - Country house a Catanzaro,0961 050698,http://www.bbusscountryclub.it/,"Via Guglielmo Ranieri, 34, 88100 Catanzaro CZ",https://maps.google.com/?cid=5512782126880608229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bbuss-country-club-country-house-a-catanzaro-amaroni,bbuss-country-club-country-house-a-catanzaro-amaroni,true
high,Amaroni,Hotel Residence Pegaso,0967 577596,https://www.hotelscheck-in.com/pegasohotelresidence/it/,"Via Enrico Berlinguer, 13, 88060 Montepaone Lido CZ",https://maps.google.com/?cid=6217540125010181909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-residence-pegaso-amaroni,hotel-residence-pegaso-amaroni,true
high,Amaroni,Hotel Ristorante Il Gabbiano,0961 911343,http://www.hotelilgabbiano.it/,"Via Lido, 8, info@hotelilgabbiano.it, 88071 Copanello CZ",https://maps.google.com/?cid=1773689871176863270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-ristorante-il-gabbiano-amaroni,hotel-ristorante-il-gabbiano-amaroni,true
high,Amaroni,Kalos Relais,348 321 0350,http://www.kalosrelais.it/,"Via Vincenzo Padula, 25B, 88040 Settingiano CZ",https://maps.google.com/?cid=17623825163398869991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/kalos-relais-amaroni,kalos-relais-amaroni,true
high,Amaroni,San Vincenzo,0967 21106,https://hotelscheck-in.com/hotelsanvincenzo/it/,"Corso Umberto I, 296, 88068 Soverato CZ",https://maps.google.com/?cid=14765540596771115146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/san-vincenzo-amaroni,san-vincenzo-amaroni,true
high,Amaroni,Stella Marina B&B,329 407 7696,http://www.stellamarinasoverato.it/,"Via F. Antonio Riso, 19, 88068 Soverato CZ",https://maps.google.com/?cid=4169075846254401772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/stella-marina-b-b-amaroni,stella-marina-b-b-amaroni,true
high,Amaseno,"""Agriturismo Ciociaro il Colle"" Hotel Ristorante",0775 960894,https://www.agriturismociociaroilcolle.it/,"Via Cese, 13, 03024 Ceprano FR",https://maps.google.com/?cid=10948764407221226272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-ciociaro-il-colle-hotel-ristorante-amaseno,agriturismo-ciociaro-il-colle-hotel-ristorante-amaseno,true
high,Amaseno,Aia Antica,339 865 1712,http://www.aiaantica.com/,"Via Scalelle, 10, 04020 Monte San Biagio LT",https://maps.google.com/?cid=14895934974159117908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/aia-antica-amaseno,aia-antica-amaseno,true
high,Amaseno,Al Chiaro di Luna,371 423 2574,http://www.alchiarodilunafondibb.it/,"Via Vitulli Longobardi, 4b, 04022 Fondi LT",https://maps.google.com/?cid=17443092585459559874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/al-chiaro-di-luna-amaseno,al-chiaro-di-luna-amaseno,true
high,Amaseno,Bed and Breakfast La Coccinella,0775 659917,https://bed-and-breakfast-la-coccinella.mipiacelitalia.top/,"Località Spinetti, 18, 03021 Amaseno FR",https://maps.google.com/?cid=12167411203249711753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bed-and-breakfast-la-coccinella-amaseno,bed-and-breakfast-la-coccinella-amaseno,true
high,Amaseno,Centro estivo Il Piccolo Paradiso,393 474 2504,https://www.booking.com/hotel/it/il-piccolo-paradiso-provincia-di-latina.it.html?label=gen173nr-1DCAsocUInaWwtcGljY29sby1wYXJhZGlzby1wcm92aW5jaWEtZGktbGF0aW5hSBRYBGhxiAEBmAEUuAEYyAEM2AED6AEB-AEDiAIBqAIEuALhgoOHBsACAdICJDRjZGE5NGVlLWY3OTQtNGY5ZS1hMjQ5LWI3ZGMxYjRhMDk2N9gCBOACAQ;sid=d2ac1e6edefa1eecd3c65414bb800acf;dist=0&keep_landing=1&sb_price_type=total&type=total&,"Via Cerreto, 04010 Sonnino LT",https://maps.google.com/?cid=9244490368251578785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/centro-estivo-il-piccolo-paradiso-amaseno,centro-estivo-il-piccolo-paradiso-amaseno,true
high,Amaseno,Imperatrice Livia,339 343 9933,https://www.booking.com/hotel/it/imperatrice-livia.it.html,"Via Imperatrice Livia, 17, 04022 Fondi LT",https://maps.google.com/?cid=10473431582578440193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/imperatrice-livia-amaseno,imperatrice-livia-amaseno,true
high,Amaseno,La rezztella,338 360 8315,https://bencerecommends.eu/la-rezztella-italy,"Via di Ponsano, 26, 04022 Fondi LT",https://maps.google.com/?cid=894532162869866975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-rezztella-amaseno,la-rezztella-amaseno,true
high,Amaseno,La Terrazza Ceprano,333 345 5954,https://caffetteria-la-terrazza-hotel.migliorhotel.top/,"Via Ristretto, snc, 03024 Ceprano FR",https://maps.google.com/?cid=1874202376938914474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-terrazza-ceprano-amaseno,la-terrazza-ceprano-amaseno,true
high,Amaseno,La Vie En Rose,327 591 7593,https://lavie-enrose.bedsandhotels.com/,"Via Giovanni Pascoli, 16, 04022 Fondi LT",https://maps.google.com/?cid=14982441257420220289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-vie-en-rose-amaseno,la-vie-en-rose-amaseno,true
high,Amato,Albergo Centrale,0968 359603,https://www.albergocentrale.eu/,"Piazza San Giovanni, 88046 Lamezia Terme CZ",https://maps.google.com/?cid=2085633582934729460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-centrale-amato,albergo-centrale-amato,true
high,Amato,b&b amato,349 392 3191,https://bbamato.top/,"Corso A. Mauro, 3, 88040 Amato CZ",https://maps.google.com/?cid=10885288174727397210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-amato-amato,b-b-amato-amato,true
high,Amato,B&B Romy House,339 819 8365,http://www.bbromyhouse.it/,"Contrada Pantanelle, 3ª, 88040 Pianopoli CZ",https://maps.google.com/?cid=5140002778183083229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-romy-house-amato,b-b-romy-house-amato,true
high,Amato,Bed & Breakfast Garrupa by Nino Angotti,347 540 8104,https://garrupa.bedsandhotels.com/,"Via S. Francesco di Paola, 107C, 88044 Marcellinara CZ",https://maps.google.com/?cid=7832533813187049714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bed-breakfast-garrupa-by-nino-angotti-amato,bed-breakfast-garrupa-by-nino-angotti-amato,true
high,Amato,E Turre Agriturismo,0968 84080,http://www.eturre.it/,"C.da Viterale, 61, 88040 Serrastretta CZ",https://maps.google.com/?cid=1079170658448574428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/e-turre-agriturismo-amato,e-turre-agriturismo-amato,true
high,Amato,Pm hotel,0961 368152,http://www.pmhotel.eu/,"Viale Europa, 88100 Catanzaro CZ",https://maps.google.com/?cid=3021483539969355027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/pm-hotel-amato,pm-hotel-amato,true
high,Amato,Residenze Cassoli - B&B - Luxury Hotel - Spa Relax,0968 407680,http://www.residenzecassoli.it/,"Via Loriedo, n. 9, 88046 Lamezia Terme CZ",https://maps.google.com/?cid=17410665341642030924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/residenze-cassoli-b-b-luxury-hotel-spa-relax-amato,residenze-cassoli-b-b-luxury-hotel-spa-relax-amato,true
high,Amatrice,Agricamping Amatrice,328 756 0179,http://www.agricamperamatrice.it/,"Frazione Retrosi, 57, 02012 Retrosi RI",https://maps.google.com/?cid=8175388722206930743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agricamping-amatrice-amatrice,agricamping-amatrice-amatrice,true
high,Amatrice,Agriturismo Amatrice,388 475 2237,https://www.agriturismoamatrice.com/,"Frazione S. Cipriano, 158, 02012 Amatrice RI",https://maps.google.com/?cid=6497575236768283888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-amatrice-amatrice,agriturismo-amatrice-amatrice,true
high,Amatrice,Bed and Breakfast Emilia,346 830 2266,http://bnb-emilia.com.es/,"Via del Campo Sportivo, 2, 67012 Cagnano Amiterno AQ",https://maps.google.com/?cid=6608335690265838037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bed-and-breakfast-emilia-amatrice,bed-and-breakfast-emilia-amatrice,true
high,Amatrice,Hotel Centrale Cascia,0743 76736,http://cascia.com.es/,"Piazza Giuseppe Garibaldi, 9, 06043 Cascia PG",https://maps.google.com/?cid=11564129843201086869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-centrale-cascia-amatrice,hotel-centrale-cascia-amatrice,true
high,Amatrice,Hotel Europa Gran Sasso,366 388 0822,http://www.hoteleuropagransasso.it/,"Prati bassi, 64047 Pietracamela TE",https://maps.google.com/?cid=12940343479386350603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-europa-gran-sasso-amatrice,hotel-europa-gran-sasso-amatrice,true
high,Ambivere,Bellavista Ristorante Hotel,035 645933,https://bellavista-ristorante-hotel.albergatore.top/,"Via Roncola Alta, 1, 24030 Roncola Alta BG",https://maps.google.com/?cid=4896741485739774472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bellavista-ristorante-hotel-ambivere,bellavista-ristorante-hotel-ambivere,true
high,Amblar-Don,AGRITUR LA FENICE,331 340 4392,http://booking.com/,"Località Traversara, 58, 38028 Novella TN",https://maps.google.com/?cid=3222746709595886009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agritur-la-fenice-amblar-don,agritur-la-fenice-amblar-don,true
high,Ameglia,Abitatt,0187 167 7566,http://www.abitatt.it/,"Via Melara, 29, 54035 Borghetto-melara MS",https://maps.google.com/?cid=6506710644095171828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/abitatt-ameglia,abitatt-ameglia,true
high,Ameglia,Altera House,351 894 2573,https://alterahouse.carrd.co/,"Via Circonvallazione, 3, 19031 Ameglia SP",https://maps.google.com/?cid=12728881424238450141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/altera-house-ameglia,altera-house-ameglia,true
high,Ameglia,Alveari e Nidi Affittacamere,392 226 7075,https://centralstay.eu/alveari-e-nidi-ameglia/,"Via Pisanello, 142, 19031 Ameglia SP",https://maps.google.com/?cid=18223992138289507060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/alveari-e-nidi-affittacamere-ameglia,alveari-e-nidi-affittacamere-ameglia,true
high,Ameglia,B&B La Rosa Dei Venti,0187 609515,https://sunseekertripper.eu/la-rosa-italy,"Via Costro, 20, 19031 Ameglia SP",https://maps.google.com/?cid=8992646922647045939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-la-rosa-dei-venti-ameglia,b-b-la-rosa-dei-venti-ameglia,true
high,Ameglia,Firmafede Guest House - Affittacamere,335 647 7849,https://www.instagram.com/firmafede_guesthouse/,"Via Aurelia, 135/B, 19038 Sarzana SP",https://maps.google.com/?cid=16715408091934938510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/firmafede-guest-house-affittacamere-ameglia,firmafede-guest-house-affittacamere-ameglia,true
high,Ameglia,Il Casale del Magra,389 483 3050,http://ameglia.com.es/,"Via Don Minzoni, 12, 19031 Ameglia SP",https://maps.google.com/?cid=2710183331190113466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/il-casale-del-magra-ameglia,il-casale-del-magra-ameglia,true
high,Ameglia,Le Pinette B&B,393 056 8991,https://timothyrecommends.com/le-pinette-b-amp-b-italy,"Via Pisanello, 205, 19031 Ameglia SP",https://maps.google.com/?cid=16190966396504523934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/le-pinette-b-b-ameglia,le-pinette-b-b-ameglia,true
high,Ameglia,Résidence Italia - Luni Mare,0187 648746,https://www.pierreetvacances.com/fr-fr/fp_IIN_location-residence-italia-luni-mare,"Via Antonio Gramsci, 3, 19034 Luni Mare SP",https://maps.google.com/?cid=13698915750070434365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/residence-italia-luni-mare-ameglia,residence-italia-luni-mare-ameglia,true
high,Amelia,"""La Villa""",349 292 5821,https://www.bed-and-breakfast.it/,"Via Roma - Strada Statale 205, 36, 05022 Amelia TR",https://maps.google.com/?cid=2509551915494997253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-villa-amelia,la-villa-amelia,true
high,Amelia,Albergo e Appartamenti Le Stanze del Giglio,0744 717134,http://www.lestanzedelgiglio.it/,"Via del Campanile, 2, 05035 Narni TR",https://maps.google.com/?cid=13539695232754211029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-e-appartamenti-le-stanze-del-giglio-amelia,albergo-e-appartamenti-le-stanze-del-giglio-amelia,true
high,Amelia,B&B44,339 103 7442,https://bnb44.com.es/,"Piazza Augusto Vera, 2, 05022 Amelia TR",https://maps.google.com/?cid=4084167017435104305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b44-amelia,b-b44-amelia,true
high,Amelia,La Corte Di Alice,347 273 0530,http://la-corte-di-alice.com.es/,"Vicolo dell'Aquila, 4, 05020 Lugnano In Teverina TR",https://maps.google.com/?cid=7017725919959015119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-corte-di-alice-amelia,la-corte-di-alice-amelia,true
high,Amelia,Locanda Fosca Umbra,0744 796694,http://www.foscaumbra.it/,"Via Tiberina, 164, 05035 Taizzano TR",https://maps.google.com/?cid=961301700953408110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/locanda-fosca-umbra-amelia,locanda-fosca-umbra-amelia,true
high,Amendolara,Agriturismo Masseria Farina,329 108 5406,http://www.agriturismomasseriafarina.it/,"c.da Falabella, 87070 Amendolara CS",https://maps.google.com/?cid=8087242205055596753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-masseria-farina-amendolara,agriturismo-masseria-farina-amendolara,true
high,Amendolara,Alba de Mar B&B,347 781 6364,https://rafaelstravelexperience.com/alba-de-mar-b-amp-b-italy,"Contrada Civita, 87070 Villaggio Baia del Castello CS",https://maps.google.com/?cid=11674329266035294875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/alba-de-mar-b-b-amendolara,alba-de-mar-b-b-amendolara,true
high,Amendolara,B&B Rosa Dei Venti,389 111 1517,https://www.hotelscheck-in.com/bebrosadeiventi/it/,"Contrada Civita, 87070 Villaggio Baia del Castello CS",https://maps.google.com/?cid=13167295880931484115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-rosa-dei-venti-amendolara,b-b-rosa-dei-venti-amendolara,true
high,Amendolara,I Coralli b&b,388 459 7510,https://surilovestotravel.com/orchidea-b-amp-b-italy,"5 Via Ferruccio Parri, 87071 Amendolara CS",https://maps.google.com/?cid=971788384374048825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/i-coralli-b-b-amendolara,i-coralli-b-b-amendolara,true
high,Amendolara,La dimora di Angela,327 777 0241,https://www.booking.com/hotel/it/la-dimora-di-angela-amendolara.it.html,"Contrada Gabriele, 9, 87071 Amendolara CS",https://maps.google.com/?cid=11801585729554939536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-dimora-di-angela-amendolara,la-dimora-di-angela-amendolara,true
high,Ameno,B&b Lortallino,379 270 7568,http://beb-lortallino.com.es/,"Località Lortallino, 4, 28010 Ameno NO",https://maps.google.com/?cid=9029231648857226246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-lortallino-ameno,b-b-lortallino-ameno,true
high,Ameno,L'Oca Mannara,333 651 8937,https://loca-mannara.mipiacelitalia.top/,"via Leonardo Strigini, 1, 28010 Ameno NO",https://maps.google.com/?cid=9378310477784467301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/l-oca-mannara-ameno,l-oca-mannara-ameno,true
